#50 - HIROSH TRAZOR Photography,6.87764,79.887659,Photography Studio,Shop & Service,190,11, 
Kandawahtha Palace,6.875027,79.887238,Building,Professional & Other Places,2,2,Professional
Shalini Siriwardena Salon,6.87756,79.887533,Salon / Barbershop,Shop & Service,22,10,Hotels & Restaurants
Tennis Court,6.881269,79.886383,College Tennis Court,College & University,4,4,Administration
Cock Bat,6.880288,79.885111,Cocktail Bar,Nightlife Spot,2,2,Hotels & Restaurants
Brew Restaurant,6.881168,79.886407,Brewery,Nightlife Spot,9,5, 
Sea Food Restaurant,6.881158,79.886412,Seafood Restaurant,Food,9,7,Hotels & Restaurants
Dump,6.881051,79.886462,Dumpling Restaurant,Food,13,5,Hotels & Restaurants
Hameedia,6.880454,79.886084,Men's Store,Shop & Service,4,3,Commercial & Mercantile
Uva wellassa university Nugegoda hostal,6.875644,79.886631,Building,Professional & Other Places,8,2,Professional
Aurora Systems,6.873922,79.885315,Tech Startup,Professional & Other Places,95,12, 
Lola,6.880238,79.885094,Flower Shop,Shop & Service,3,3,Hotels & Restaurants
Lukumotov,6.880238,79.885094,Fair,Professional & Other Places,2,2, 
Golden Arc Apartments,6.87764,79.887639,Residential Building (Apartment / Condo),Residence,54,6,Professional
173 Bus Holt,6.874883,79.887014,Bus Station,Travel & Transport,16,4,Transportation
Car Checks (Pvt) Ltd,6.87385,79.887479,Automotive Shop,Shop & Service,6,3,Hotels & Restaurants
Power World Nugegoda,6.87479,79.896065,Gym,Outdoors & Recreation,884,107,Recreation
Keells Super,6.875567,79.894286,Supermarket,Shop & Service,804,254,Commercial & Mercantile
1st Cross Street,6.878629,79.898184,Road,Travel & Transport,24,5,Transportation
Jayamangala Mawatha,6.87499,79.897194,Road,Travel & Transport,826,11,Transportation
"Pagoda Road, Nugegoda",6.87839,79.894176,Road,Travel & Transport,265,43,Transportation
The Chopping Block,6.875436,79.894428,Salon / Barbershop,Shop & Service,143,60,Hotels & Restaurants
Sanhinda Swimming Pool,6.875186,79.895959,Pool,Outdoors & Recreation,21,7,Recreation
ShipXpress Technology Center,6.87626,79.893722,Office,Professional & Other Places,37,2,Professional
Juice Me Juice & Smoothie Bar,6.874768,79.895904,Juice Bar,Food,306,95,Hotels & Restaurants
Stanley Thilakaratne Mawatha,6.875245,79.897391,Road,Travel & Transport,206,16,Transportation
Sanhinda Tourist Inn,6.877288,79.896645,Building,Professional & Other Places,2,2,Professional
Sanhinda Leisure World,6.874841,79.896035,Theme Park,Arts & Entertainment,334,113,Recreation
Sanhinda Badminton Court,6.875312,79.895979,Athletics & Sports,Outdoors & Recreation,90,18,Recreation
Pixel Games Cafe,6.874981,79.895969,Arcade,Arts & Entertainment,8,3, 
Health Guard Pharmacy,6.87481,79.897178,Pharmacy,Shop & Service,44,21,Hotels & Restaurants
Dewala Road,6.876853,79.894772,Road,Travel & Transport,152,41,Transportation
Salon ck,6.874807,79.895887,Salon / Barbershop,Shop & Service,42,19,Hotels & Restaurants
"Car Wash - 136A, Stanley Tilakaratne Mw.",6.875409,79.894406,Car Wash,Shop & Service,11,4, 
ShipXpress Inc.,6.874859,79.895882,Office,Professional & Other Places,410,21,Professional
Spell Bounds,6.878203,79.89387,Clothing Store,Shop & Service,15,12,Commercial & Mercantile
Chopping Block,6.875405,79.894406,Salon / Barbershop,Shop & Service,17,5,Hotels & Restaurants
Hameedias,6.878341,79.894395,Men's Store,Shop & Service,40,30,Commercial & Mercantile
Sanhinda,6.875105,79.896702,Bar,Nightlife Spot,50,35,Hotels & Restaurants
Grandma Hindle's Residence,6.87817,79.898282,History Museum,Arts & Entertainment,45,3, 
Pioneer House,6.876904,79.893886,Office,Professional & Other Places,37,3,Professional
malay restaurant,6.878694,79.894433,Malay Restaurant,Food,7,7,Hotels & Restaurants
Pure Nail Spa,6.877924,79.893482,Nail Salon,Shop & Service,3,3, 
Highway Grill,6.876862,79.899244,Burger Joint,Food,6,4,Hotels & Restaurants
Jubilee Post,6.875974,79.900354,General Travel,Travel & Transport,1287,240,Transportation
Ekwatta Road,6.876619,79.902628,Road,Travel & Transport,174,4,Transportation
Laugfs Sun Up,6.876868,79.90218,Convenience Store,Shop & Service,365,106,Commercial & Mercantile
New City Food,6.875969,79.900731,Fast Food Restaurant,Food,25,8,Hotels & Restaurants
Jade,6.876727,79.90066,Asian Restaurant,Food,249,112,Hotels & Restaurants
Se-Ar Restaurant,6.878859,79.90011,Chinese Restaurant,Food,22,14,Hotels & Restaurants
Jade Resturent,6.876732,79.900567,Chinese Restaurant,Food,42,30,Hotels & Restaurants
Lada Trade Centre,6.875415,79.901409,Gift Shop,Shop & Service,39,14,Hotels & Restaurants
ITRC - University of Sri Jayewardenepura,6.878247,79.904782,College Technology Building,College & University,14,7,Education
HNB,6.876191,79.900398,Bank,Shop & Service,40,29,Commercial & Mercantile
Nelum Koley Bath,6.877944,79.900168,Restaurant,Food,43,18,Hotels & Restaurants
Jubilee Post Junction,6.876228,79.900614,Road,Travel & Transport,414,50,Transportation
Pethum Salon,6.87618,79.900944,Salon / Barbershop,Shop & Service,23,10,Hotels & Restaurants
Sandalla Restaurant & Bar,6.875492,79.901102,Asian Restaurant,Food,6,5,Hotels & Restaurants
Spinneys Restaurant,6.87518,79.901305,Fast Food Restaurant,Food,118,46,Hotels & Restaurants
The Nanobotz,6.875391,79.901256,Business Center,Professional & Other Places,3,2, 
Millenium Book Shop,6.876564,79.900657,Bookstore,Shop & Service,71,22, 
Kanaththa Road,6.874888,79.905913,Road,Travel & Transport,12,7,Transportation
Fly Adds,6.87701,79.90154,Office,Professional & Other Places,111,7,Professional
Green Cross Health Centre,6.877136,79.900447,Doctor's Office,Professional & Other Places,55,15,Professional
city foods,6.876093,79.90081,Fast Food Restaurant,Food,37,16,Hotels & Restaurants
Miracle Hands,6.877985,79.9037,College Academic Building,College & University,14,3,Education
Auto Care International,6.877834,79.899999,Automotive Shop,Shop & Service,15,11,Hotels & Restaurants
Don Carlos,6.87874,79.90083,Furniture / Home Store,Shop & Service,10,9,Commercial & Mercantile
Kandygs,6.876031,79.90072,Clothing Store,Shop & Service,8,5,Commercial & Mercantile
Latitude 26,6.879863,79.909429,Housing Development,Residence,15,2, 
Anura Mawatha,6.87317,79.916709,Road,Travel & Transport,158,2,Transportation
Wish Bakers,6.880966,79.918137,Food & Drink Shop,Shop & Service,3,3,Hotels & Restaurants
Vijithaaramaya,6.873976,79.912735,Temple,Professional & Other Places,2,2,Residential
Havi Nature Resort,6.878734,79.91965,Chinese Restaurant,Food,87,47,Hotels & Restaurants
Brilliance Residencies,6.878596,79.915726,Residential Building (Apartment / Condo),Residence,26,3,Professional
The Gym,6.87645,79.927324,Gym,Outdoors & Recreation,26,4,Recreation
Madiwela,6.878793,79.921383,General Travel,Travel & Transport,949,215,Transportation
Gills Cafe,6.87582,79.927,Fast Food Restaurant,Food,9,8,Hotels & Restaurants
Api Wenuwen Api Food Outlet,6.876741,79.928306,Café,Food,253,138, 
Cafe Spinner,6.877438,79.925662,Coffee Shop,Food,37,25,Hotels & Restaurants
Markrin Resturent & Bakers,6.878081,79.924383,Fast Food Restaurant,Food,29,20,Hotels & Restaurants
Parliament Exercise track 2,6.877454,79.927979,Track,Outdoors & Recreation,165,63, 
Madiwela Juntion,6.878813,79.921727,Bus Line,Travel & Transport,40,24,Transportation
Carepoint,6.876523,79.928865,Car Wash,Shop & Service,269,103, 
Mahanama Paint Center,6.875379,79.920087,Hardware Store,Shop & Service,3,3,Commercial & Mercantile
Sri Jayawardhanapura jogging track,6.876619,79.928198,Track,Outdoors & Recreation,99,44, 
The Mom's Wash,6.87925,79.920174,Laundry Service,Shop & Service,17,2,Professional
japan friendship,6.876834,79.928455,Dog Run,Outdoors & Recreation,6,5, 
Japan Sri Lanka Friendship Road - Walkway,6.878895,79.927903,Road,Travel & Transport,1023,289,Transportation
Keels Super,6.874774,79.934217,Supermarket,Shop & Service,1276,358,Commercial & Mercantile
Osmium,6.876108,79.935439,Office,Professional & Other Places,533,11,Professional
Lifetime Fitness,6.877166,79.935133,Gym,Outdoors & Recreation,792,41,Recreation
Hemas Hospital,6.878717,79.935177,Hospital,Professional & Other Places,799,320,Hospitals
Odel - Capital Mall,6.875028,79.93427,Department Store,Shop & Service,34,16,Administration
Seven Eleven Restaurant - Capital Mall,6.874898,79.934095,Café,Food,328,143, 
City of London,6.875105,79.934532,Music Venue,Arts & Entertainment,9,4, 
Perera & Sons,6.877929,79.935264,Bakery,Food,55,39,Professional
Sanora 3rd Floor Cafe,6.879905,79.93416,Restaurant,Food,281,118,Hotels & Restaurants
Chamathkara Flora,6.876187,79.937445,Flower Shop,Shop & Service,10,6,Hotels & Restaurants
Pizza Hut,6.874932,79.934035,Pizza Place,Food,337,171,Hotels & Restaurants
InDooSe,6.875262,79.933942,Indian Restaurant,Food,23,12,Hotels & Restaurants
Alumka Food Cabin,6.877618,79.935237,Food Court,Food,315,107,Administration
Kidz World,6.874673,79.933597,Toy / Game Store,Shop & Service,62,23,Commercial & Mercantile
Sampath Bank,6.877194,79.935259,Bank,Shop & Service,36,7,Commercial & Mercantile
Healthguard Thalawathugoda,6.874707,79.933428,Pharmacy,Shop & Service,82,25,Hotels & Restaurants
Commercial Bank Thalawathugoda,6.876074,79.934903,Bank,Shop & Service,52,37,Commercial & Mercantile
Thalawathugoda Post Office,6.877545,79.935226,Road,Travel & Transport,45,25,Transportation
Sanora Reception Hall,6.879876,79.934231,Event Space,Professional & Other Places,85,53, 
Sampath Bank,6.877517,79.935237,Bank,Shop & Service,195,44,Commercial & Mercantile
Grand Monarch,6.871924,79.938395,Event Space,Professional & Other Places,863,549, 
Austasia Sport Club,6.875119,79.940969,Gym,Outdoors & Recreation,967,262,Recreation
Podium Sports Pub,6.875067,79.940665,Sports Bar,Nightlife Spot,322,80,Recreation
Cargills Food City,6.873463,79.937822,Convenience Store,Shop & Service,297,102,Commercial & Mercantile
Medical Clinic - Dr.rasika Amarakoon,6.871058,79.939073,Doctor's Office,Professional & Other Places,37,7,Professional
Pathmaperuma Muthugala & co,6.873477,79.937581,Office,Professional & Other Places,17,2,Professional
Isuru Enterprises Litro Gas Outlet,6.873621,79.93745,Gas Station,Shop & Service,16,7, 
Royal Watch Centre,6.876093,79.935603,Watch Shop,Shop & Service,2,2,Hotels & Restaurants
Kingsbury Phamacy,6.875239,79.936122,Pharmacy,Shop & Service,2,2,Hotels & Restaurants
Ivy Park Community Park,6.877314,79.940182,Park,Outdoors & Recreation,87,16,Recreation
Singer Mega,6.873562,79.937445,Department Store,Shop & Service,6,3,Administration
Austasia Sport Complex,6.875052,79.94098,Gym Pool,Outdoors & Recreation,258,52,Recreation
Royal Fitness Center,6.876239,79.935011,Gym / Fitness Center,Outdoors & Recreation,277,32,Recreation
Avishka Food Cafe,6.874471,79.937052,Asian Restaurant,Food,41,24,Hotels & Restaurants
NSB,6.874245,79.936849,Bank,Shop & Service,10,5,Commercial & Mercantile
HNB Thalawatugoda,6.875566,79.935925,Office,Professional & Other Places,53,28,Professional
Boc Thalawathugoda,6.875313,79.936035,Bank,Shop & Service,23,11,Commercial & Mercantile
"Scary Looking House, NOT ANYMORE",6.879055,79.95402,Art Gallery,Arts & Entertainment,2,2, 
Kande Purana Sri Maha Viharaya,6.875451,79.979823,Buddhist Temple,Professional & Other Places,4,4,Residential
Keells Super,6.877747,79.989102,Supermarket,Shop & Service,161,47,Commercial & Mercantile
Athurugiriya Junction,6.877217,79.990206,General Travel,Travel & Transport,269,114,Transportation
Perera & Sons,6.877758,79.989075,Bakery,Food,231,68,Professional
Arpico Showroom,6.878436,79.988349,Supermarket,Shop & Service,11,8,Commercial & Mercantile
Cargills Food City,6.879058,79.986688,Supermarket,Shop & Service,286,66,Commercial & Mercantile
Machan Athurugiriya,6.879084,79.98636,Bar,Nightlife Spot,5,3,Hotels & Restaurants
Bank of Ceylon,6.877558,79.989758,Bank,Shop & Service,13,6,Commercial & Mercantile
Sampath Bank,6.878053,79.988618,Bank,Shop & Service,60,20,Commercial & Mercantile
Commercial bank,6.876685,79.990681,Building,Professional & Other Places,51,12,Professional
"St. Jude's Shrine, Indigolla",6.878279,80.013937,Church,Professional & Other Places,13,13,Residential
Informatics Institute of Technology,6.865131,79.859828,University,College & University,14407,441,Education
IIT - Common Rom,6.865054,79.859813,Student Center,College & University,78,9, 
Yaal Restaurant,6.869771,79.85867,Sri Lankan Restaurant,Food,620,373,Hotels & Restaurants
Sumanadisi Bakers,6.869094,79.858763,Bakery,Food,121,42,Professional
Arpico,6.869337,79.862065,Supermarket,Shop & Service,1963,686,Commercial & Mercantile
Shanmugas,6.864932,79.860316,Indian Restaurant,Food,859,467,Hotels & Restaurants
Sumanadisi Bakers,6.865821,79.863224,Bakery,Food,293,125,Professional
IDM CC3,6.867515,79.862023,College Academic Building,College & University,120,20,Education
Dr. Poopalasingham's Clinic,6.867443,79.861848,Doctor's Office,Professional & Other Places,9,5,Professional
Metro Pharmacy,6.868355,79.860092,Distribution Center,Professional & Other Places,10,4, 
IIT OLA,6.865445,79.859775,College Classroom,College & University,9,7,Education
Royal Biriyani & BBQ,6.86649,79.859365,Asian Restaurant,Food,186,92,Hotels & Restaurants
IIT - 5LB,6.865275,79.859917,College Classroom,College & University,47,15,Education
Ceylinco VIP,6.865519,79.862984,Office,Professional & Other Places,10,8,Professional
Fair View Hotel Colombo,6.865678,79.86132,Hotel,Travel & Transport,16,9,Hotels & Restaurants
Hotel Rolex,6.868314,79.862194,Restaurant,Food,470,110,Hotels & Restaurants
Omega inn-Spice and Ice,6.869286,79.86234,Bakery,Food,218,81,Professional
Ramakrishna Sarada Mission,6.865932,79.862023,Building,Professional & Other Places,139,46,Professional
Visakha Pillayar Kovil,6.869116,79.858768,Temple,Professional & Other Places,187,17,Residential
Spice and Ice Family Resturant,6.868591,79.861547,Restaurant,Food,130,42,Hotels & Restaurants
MB Yaal restaurant,6.869908,79.858655,Restaurant,Food,54,40,Hotels & Restaurants
Grace Evangelical Church,6.86854,79.86059,Church,Professional & Other Places,24,6,Residential
Hamsika Hotel,6.868529,79.862821,Diner,Food,54,15, 
Auto Care Center (Waxpol Auto Spa),6.868097,79.859135,Car Wash,Shop & Service,80,32, 
Vivekananda road,6.868858,79.859955,Road,Travel & Transport,92,3,Transportation
Rajasinghe Rd,6.868376,79.859797,Road,Travel & Transport,22,3,Transportation
LAFALA Hotal,6.867895,79.860453,Building,Professional & Other Places,41,28,Professional
Saranankara junction,6.86873,79.866764,Other Great Outdoors,Outdoors & Recreation,302,61, 
Hathbodiya Raja Maha Viharaya,6.865279,79.869991,Buddhist Temple,Professional & Other Places,16,2,Residential
Bandaranayaka Mawatha,6.869163,79.865862,Road,Travel & Transport,187,21,Transportation
pallu wellawatte,6.868118,79.86864,Women's Store,Shop & Service,10,9,Commercial & Mercantile
Bhatiya Mawatha,6.868508,79.868515,Road,Travel & Transport,692,44,Transportation
Saranankara Grounds,6.864939,79.866743,Playground,Outdoors & Recreation,344,80,Recreation
Golden Palace,6.870537,79.86753,Chinese Restaurant,Food,6,6,Hotels & Restaurants
Auto Park,6.864815,79.869827,Automotive Shop,Shop & Service,85,36,Hotels & Restaurants
Hathbodhiya Road,6.866264,79.86852,Road,Travel & Transport,31,7,Transportation
Anjaneyar Temple,6.867669,79.866234,Temple,Professional & Other Places,25,20,Residential
lotus grove,6.86774,79.870795,Pool,Outdoors & Recreation,9,6,Recreation
Sumanadisi Bakery,6.8692,79.866584,Breakfast Spot,Food,267,48, 
Power World Fitness Centers,6.866825,79.869225,Gym,Outdoors & Recreation,181,56,Recreation
Top Cool Services (Auto AC),6.864467,79.869455,Gas Station,Shop & Service,20,11, 
Mipleleaf Group Gym,6.864482,79.868618,Gym,Outdoors & Recreation,39,15,Recreation
WONDER Bakery,6.865716,79.866898,Bakery,Food,9,6,Professional
Teen Girl,6.869788,79.868613,Comic Shop,Shop & Service,7,5,Hotels & Restaurants
Saranankara Road,6.865073,79.86852,Road,Travel & Transport,22,16,Transportation
raj grocery,6.868431,79.868767,Convenience Store,Shop & Service,107,7,Commercial & Mercantile
Lahiru Studio,6.864773,79.86998,Photography Lab,Shop & Service,8,4, 
Hogwarts School For Witchcraft & Wizardry,6.866825,79.867426,University,College & University,13,3,Education
Hotel Rolanka,6.866774,79.869094,Residential Building (Apartment / Condo),Residence,8,4,Professional
Sumanadisi,6.868711,79.869116,Bakery,Food,32,13,Professional
Padmasiri Studio,6.867795,79.870478,General Entertainment,Arts & Entertainment,6,6, 
Mahiboadiya,6.86674,79.869148,General Entertainment,Arts & Entertainment,280,18, 
uniqqque mobiles,6.868538,79.866781,Mobile Phone Shop,Shop & Service,11,5,Hotels & Restaurants
R & T Vehicle Valuation Centre,6.864478,79.869493,Automotive Shop,Shop & Service,4,4,Hotels & Restaurants
LAYOUTindex,6.86822,79.8706,Office,Professional & Other Places,8,2,Professional
Body By Kris,6.869568,79.880764,Gym,Outdoors & Recreation,1365,132,Recreation
Keells Super,6.869588,79.88072,Supermarket,Shop & Service,1478,434,Commercial & Mercantile
Cargills Food City,6.870448,79.877412,Supermarket,Shop & Service,315,107,Commercial & Mercantile
Colombo South Teaching Hospital - Kalubowila,6.867675,79.876528,Hospital,Professional & Other Places,857,397,Hospitals
Imtiyaz Asian Designers,6.866145,79.879074,Design Studio,Shop & Service,81,35, 
Colombo South International School,6.866268,79.880053,School,Professional & Other Places,425,99,Education
Kalubowila Hospital Bus Halt,6.866432,79.876936,Bus Line,Travel & Transport,559,200,Transportation
Kids Unlimited,6.870925,79.876789,Kids Store,Shop & Service,257,182,Commercial & Mercantile
Union Chemist,6.866554,79.875795,Pharmacy,Shop & Service,8,7,Hotels & Restaurants
Olanka Travels,6.870303,79.878075,General Travel,Travel & Transport,43,12,Transportation
Imitiaz Tailors,6.866294,79.878872,Tailor Shop,Shop & Service,17,11,Hotels & Restaurants
A.A Auto Mart,6.870769,79.876373,Automotive Shop,Shop & Service,31,11,Hotels & Restaurants
Asiri Hospitals Laboratory,6.866524,79.877606,Medical Lab,Professional & Other Places,44,23, 
Dammika Motors,6.866188,79.878932,Auto Dealership,Shop & Service,62,17, 
Coffee Villa,6.865132,79.878877,Coffee Shop,Food,3077,428,Hotels & Restaurants
Hospital Road Kalubowila,6.866492,79.876794,Road,Travel & Transport,165,28,Transportation
Perera & Sons,6.870541,79.877236,Bakery,Food,187,52,Professional
Jetwing Blue,6.867828,79.878128,Hotel,Travel & Transport,5,5,Hotels & Restaurants
GLOBE GLASS,6.869997,79.879238,Office,Professional & Other Places,242,2,Professional
Bernards Business Park,6.870493,79.877368,Business Service,Shop & Service,14,4,Professional
Ramani Fernando Salons Kohuwala,6.870426,79.877181,Salon / Barbershop,Shop & Service,2,2,Hotels & Restaurants
Cult Studio (Bernad),6.870014,79.877133,Music Venue,Arts & Entertainment,69,34, 
Boost Fitness Centre,6.865838,79.877286,Gym,Outdoors & Recreation,325,26,Recreation
sri sumandana mawattha,6.868993,79.87751,Road,Travel & Transport,4,3,Transportation
Healthguard Pharmacy,6.866301,79.875651,Pharmacy,Shop & Service,233,85,Hotels & Restaurants
HSBC Kohuwala Branch,6.869608,79.880518,Bank,Shop & Service,538,147,Commercial & Mercantile
Xcendant,6.869939,79.877024,Office,Professional & Other Places,86,6,Professional
Seya Color,6.866116,79.876313,Photography Lab,Shop & Service,113,51, 
Salon Berny,6.869622,79.878692,Salon / Barbershop,Shop & Service,8,2,Hotels & Restaurants
Cool Planet,6.868972,79.886773,Clothing Store,Shop & Service,2679,1250,Commercial & Mercantile
Nugegoda Highlevel Junction,6.868882,79.888643,General Travel,Travel & Transport,4088,731,Transportation
Nolimit,6.869716,79.888058,Clothing Store,Shop & Service,840,485,Commercial & Mercantile
Ceymed Healthcare Services (pvt) Ltd,6.86819,79.88644,Medical Center,Professional & Other Places,501,261, 
Fashion Bug,6.870513,79.886981,Clothing Store,Shop & Service,516,313,Commercial & Mercantile
Dinemore,6.867706,79.885401,Fast Food Restaurant,Food,1189,599,Hotels & Restaurants
Saffans,6.867616,79.885226,Shoe Store,Shop & Service,373,255,Commercial & Mercantile
Manjari,6.870545,79.886899,Accessories Store,Shop & Service,12,9,Commercial & Mercantile
Domino's Pizza,6.870526,79.886959,Pizza Place,Food,790,526,Hotels & Restaurants
Gihan's Family Restaurant,6.866703,79.884373,Sri Lankan Restaurant,Food,159,103,Hotels & Restaurants
ABBA,6.869105,79.887156,Men's Store,Shop & Service,93,65,Commercial & Mercantile
VOL Square,6.869588,79.888129,Clothing Store,Shop & Service,50,37,Commercial & Mercantile
Laugfs Gas Station,6.866049,79.885095,Gas Station,Shop & Service,488,221, 
Sumanadisi Bakers,6.867164,79.885079,Bakery,Food,87,45,Professional
Big Bite,6.868566,79.88615,Asian Restaurant,Food,73,57,Hotels & Restaurants
Opal,6.869767,79.888047,Cosmetics Shop,Shop & Service,28,19,Hotels & Restaurants
Bank of Ceylon,6.869704,79.888468,Bank,Shop & Service,234,117,Commercial & Mercantile
Hotel Top Form,6.869827,79.887621,Fast Food Restaurant,Food,489,166,Hotels & Restaurants
Wijaya Saree Mandiraya,6.869477,79.887779,Women's Store,Shop & Service,4,4,Commercial & Mercantile
Leather Line,6.869506,79.887894,Shoe Store,Shop & Service,50,41,Commercial & Mercantile
Commercial Bank Kohuwala,6.866228,79.885007,Bank,Shop & Service,198,82,Commercial & Mercantile
Wijaya Saree Mandiraya,6.869646,79.888435,Women's Store,Shop & Service,48,36,Commercial & Mercantile
BOC Nugegoda,6.869121,79.887524,Bank,Shop & Service,11,7,Commercial & Mercantile
Saegis Campus,6.868463,79.885561,University,College & University,71,40,Education
Teen Girl,6.870395,79.887233,Shoe Store,Shop & Service,36,25,Commercial & Mercantile
Andum Andum,6.86972,79.887599,Clothing Store,Shop & Service,5,5,Commercial & Mercantile
State Pharmaceuticals Corporation Osu Sala,6.869249,79.88738,Pharmacy,Shop & Service,28,15,Hotels & Restaurants
Beverly Street,6.869112,79.8872,Clothing Store,Shop & Service,375,238,Commercial & Mercantile
Bank Of Ceylon - Supergrade Branch - Nugegoda,6.868831,79.887429,Bank,Shop & Service,8,8,Commercial & Mercantile
Winlanka Hospital,6.867924,79.885483,Hospital,Professional & Other Places,63,33,Hospitals
Keells Super,6.865664,79.895166,Convenience Store,Shop & Service,206,62,Commercial & Mercantile
Gamsabha Junction (ගම්සභා හන්දිය),6.864674,79.895762,Road,Travel & Transport,2434,453,Transportation
7th Mile Post,6.866507,79.893351,Bus Station,Travel & Transport,738,164,Transportation
LeeSh Sandwich Bar,6.867409,79.89276,Sandwich Place,Food,1075,223, 
My Burger,6.866644,79.89346,Burger Joint,Food,135,52,Hotels & Restaurants
St. Joseph's Church,6.866641,79.894827,Burger Joint,Food,109,13,Hotels & Restaurants
Liyo Salon,6.867198,79.892973,Salon / Barbershop,Shop & Service,160,70,Hotels & Restaurants
Glitz,6.866935,79.893312,Clothing Store,Shop & Service,972,477,Commercial & Mercantile
"Living Way Four Square Church, Nugegoda",6.86507,79.898638,Church,Professional & Other Places,33,13,Residential
Radisiz Audio Visual Technologies,6.863543,79.895078,Event Service,Shop & Service,37,6,Professional
Raymond Custom Tailors,6.868575,79.891541,Men's Store,Shop & Service,49,34,Commercial & Mercantile
miracle hands,6.867957,79.89517,Nursery School,Professional & Other Places,4,2,Education
Salon Cuts,6.865317,79.895937,Salon / Barbershop,Shop & Service,164,66,Hotels & Restaurants
Jaic Hilton Poolside,6.866858,79.895046,Pool,Outdoors & Recreation,18,11,Recreation
Police Station Boralesgamuwa,6.868349,79.897506,Military Base,Professional & Other Places,6,4, 
Gihan's Food Centre,6.864977,79.896751,Fast Food Restaurant,Food,330,147,Hotels & Restaurants
The Rush,6.866868,79.89323,Salon / Barbershop,Shop & Service,121,29,Hotels & Restaurants
Namasté,6.864864,79.897218,Indian Restaurant,Food,478,293,Hotels & Restaurants
Cargills Food City,6.864642,79.897309,Supermarket,Shop & Service,543,150,Commercial & Mercantile
Londontec City Campus,6.864768,79.89603,General College & University,College & University,94,16,Education
Roots,6.867503,79.897303,Juice Bar,Food,37,24,Hotels & Restaurants
Old Kesbewa Road,6.868729,79.898987,Road,Travel & Transport,45,6,Transportation
Maadya Digital (Pvt) Ltd,6.86521,79.896483,Building,Professional & Other Places,9,2,Professional
Velocity Battery Works,6.867177,79.893012,Automotive Shop,Shop & Service,4,2,Hotels & Restaurants
Subadrarama Temple,6.868249,79.897697,Temple,Professional & Other Places,76,38,Residential
AMW Capital Leasing And Finance PLC,6.865993,79.89481,Financial or Legal Service,Shop & Service,27,7,Professional
pengiriwatte railway station,6.869512,79.898353,Train,Travel & Transport,2,2, 
Roots (at Glitz),6.866907,79.893334,Juice Bar,Food,144,69,Hotels & Restaurants
Keells Super,6.868597,79.909112,Supermarket,Shop & Service,283,78,Commercial & Mercantile
Sampath Bank,6.867784,79.909855,Bank,Shop & Service,177,48,Commercial & Mercantile
Hameedia,6.865036,79.904421,Men's Store,Shop & Service,70,33,Commercial & Mercantile
Health One,6.867148,79.91045,Medical Center,Professional & Other Places,63,21, 
TIIKM,6.864863,79.907187,Event Service,Shop & Service,7,2,Professional
Chop stick,6.865523,79.907586,Chinese Restaurant,Food,7,4,Hotels & Restaurants
Araliya Food Center & Family Restaurant,6.862466,79.90283,Restaurant,Food,64,29,Hotels & Restaurants
Mirihana,6.872974,79.904263,Road,Travel & Transport,407,57,Transportation
Pagiriwaththa Railway Station,6.865025,79.902142,Platform,Travel & Transport,86,27, 
pegiriwaththa,6.864356,79.902021,Train Station,Travel & Transport,10,8,Transportation
Che by Relish,6.863337,79.903197,Restaurant,Food,9,7,Hotels & Restaurants
Laugfs Eco Sri - Embuldeniya,6.86653,79.906307,Automotive Shop,Shop & Service,6,6,Hotels & Restaurants
Pet Rays Animal Clinic,6.872927,79.90493,Pet Service,Shop & Service,11,4,Professional
Sakura Auto Engineering Works,6.866352,79.900939,Gas Station,Shop & Service,79,7, 
Drive Green Mirihana,6.870835,79.906444,Automotive Shop,Shop & Service,11,11,Hotels & Restaurants
Sanulya Hotel,6.867254,79.910314,Asian Restaurant,Food,4,2,Hotels & Restaurants
Sugathadasa Bandara & Sons,6.86498,79.901508,Office,Professional & Other Places,40,19,Professional
Mirihana Road,6.870545,79.905744,Road,Travel & Transport,51,12,Transportation
Rich Saloon,6.871969,79.90534,Salon / Barbershop,Shop & Service,5,4,Hotels & Restaurants
Weda Gedara,6.863796,79.9078,Medical Center,Professional & Other Places,2,2, 
Gangodawila Girls' Home,6.86275,79.902787,College Residence Hall,College & University,7,7,Education
Horizon Communication,6.864282,79.901628,Internet Cafe,Shop & Service,4,4, 
City Pharmacy And Grocery,6.86715,79.91056,Pharmacy,Shop & Service,18,9,Hotels & Restaurants
Grama Sevaka,6.867404,79.899813,Government Building,Professional & Other Places,3,3,Professional
Inland Revenue Department,6.868311,79.909527,Office,Professional & Other Places,7,3,Professional
Thilaka Bakery Bus Stop,6.871897,79.905203,Bus Station,Travel & Transport,5,5,Transportation
Nithijaya Sarees,6.868312,79.908833,Women's Store,Shop & Service,7,4,Commercial & Mercantile
ceffectz,6.863937,79.904711,IT Services,Shop & Service,9,3,Professional
Udahamulla,6.863656,79.913862,General Travel,Travel & Transport,1695,184,Transportation
GISM Campus,6.866464,79.912643,University,College & University,30,11,Education
Sri Jinarathanarama temple,6.865602,79.911626,Temple,Professional & Other Places,15,7,Residential
"Sudharamaramaya,Embuldeniya",6.865584,79.911461,Temple,Professional & Other Places,4,3,Residential
Shalawa Road (ශාලාව පාර),6.870475,79.911145,Road,Travel & Transport,170,3,Transportation
Next Gear,6.86639,79.911035,Auto Garage,Shop & Service,3,3, 
Bavarian Auto Services,6.869145,79.917544,Auto Garage,Shop & Service,21,2, 
