The National Museum Of Natural History,6.911267,79.861126,History Museum,Arts & Entertainment,32,32, 
Healthguard,6.91473,79.859557,Pharmacy,Shop & Service,272,118,Hotels & Restaurants
Colombo Public Library,6.912645,79.858546,Library,Professional & Other Places,163,94, 
Ginger at Cotton Collection,6.914721,79.859222,Asian Restaurant,Food,375,119,Hotels & Restaurants
Kelly Felder,6.913827,79.858424,Women's Store,Shop & Service,2434,1011,Commercial & Mercantile
NDB bank,6.913452,79.857729,Professional & Other Places,Professional & Other Places,306,109,Professional
Panino,6.914732,79.859277,Sandwich Place,Food,234,143,Commercial & Mercantile
Ministry of Buddhasasana and Religious Affairs,6.914459,79.858667,Government Building,Professional & Other Places,8,7,Professional
Santoré Bistro Italiano,6.911212,79.858935,Italian Restaurant,Food,180,125,Hotels & Restaurants
Commercial bank W.A.D.Ramanayaka mw,6.913871,79.858599,Bank,Shop & Service,6,5,Commercial & Mercantile
Mahaweli Center,6.911411,79.860098,Auditorium,Professional & Other Places,24,20,Professional
New Town Hall,6.911287,79.859946,City Hall,Professional & Other Places,93,72,Professional
ananda coomaraswami mawatha,6.911715,79.859529,Road,Travel & Transport,13,6,Transportation
Sathutu Uyana,6.914583,79.859824,Park,Outdoors & Recreation,47,31,Recreation
Lakmedura,6.913874,79.857986,Arts & Crafts Store,Shop & Service,46,42,Commercial & Mercantile
Cotton Collection,6.914975,79.859135,Clothing Store,Shop & Service,613,445,Commercial & Mercantile
War Memorial,6.912687,79.858246,Monument / Landmark,Professional & Other Places,17,10,Professional
Greenpath,6.911757,79.861383,Racetrack,Arts & Entertainment,120,71,Recreation
Green Path,6.911849,79.861005,Road,Travel & Transport,133,71,Transportation
Ginger,6.914682,79.859119,Café,Food,17,15,Hotels & Restaurants
HDFC Bank,6.914575,79.859775,Bank,Shop & Service,6,4,Commercial & Mercantile
Kala Pola,6.911789,79.861793,Art Gallery,Arts & Entertainment,14,14,Recreation
Jagra,6.914828,79.859224,Salad Place,Food,3,3,Hotels & Restaurants
Polwaththa Temple,6.914768,79.859206,Buddhist Temple,Professional & Other Places,2,2,Residential
Eastern maritime Colombo Limited,6.913305,79.857857,Travel Agency,Shop & Service,4,3,Transportation
Public Library,6.912508,79.85815,Library,Professional & Other Places,326,178,Professional
The Coffee Bean & Tea Leaf,6.91153,79.866792,Coffee Shop,Food,7208,2127,Hotels & Restaurants
Tea Avenue,6.913067,79.87039,Tea Room,Food,1144,489,Hotels & Restaurants
Upali's by Nawaloka,6.912682,79.864697,Sri Lankan Restaurant,Food,1009,573,Hotels & Restaurants
London House of Coffee,6.909556,79.866677,Coffee Shop,Food,85,63,Hotels & Restaurants
The Paddington,6.913113,79.868052,Café,Food,641,355,Hotels & Restaurants
Musaeus College-Nursery,6.913242,79.869313,College Classroom,College & University,86,7,Education
Cafe Kumbuk,6.911081,79.870465,Breakfast Spot,Food,14,11, 
Felix Pereira & Son Petrol Shed,6.911388,79.864769,Gas Station,Shop & Service,1178,261, 
Love Bar,6.911259,79.870144,Cocktail Bar,Nightlife Spot,36,27,Hotels & Restaurants
Lakshman Kadirgamar Institute of International Relations and Strategic Studies,6.911463,79.866132,Building,Professional & Other Places,192,107,Professional
attune Car Park Gregory's Road,6.909554,79.870188,Parking,Professional & Other Places,30,4,Recreation
Flamingo House,6.911409,79.870265,Restaurant,Food,125,88,Hotels & Restaurants
Tintagel,6.915059,79.869926,Hotel,Travel & Transport,479,273,Hotels & Restaurants
Lotus technologies,6.914002,79.86473,Building,Professional & Other Places,75,6,Professional
Black Cat Cafe,6.915253,79.869269,Café,Food,31,24,Hotels & Restaurants
Horton Place,6.911475,79.871271,Road,Travel & Transport,175,50,Transportation
Indian Cultural Center,6.909488,79.869034,Concert Hall,Arts & Entertainment,30,12, 
"Barnes Place, Colombo 7",6.911436,79.865343,General Travel,Travel & Transport,100,30,Transportation
Indian Summer,6.911505,79.868635,North Indian Restaurant,Food,131,107,Hotels & Restaurants
Phoenix Ogilvy Pvt Ltd.,6.913276,79.866048,Office,Professional & Other Places,674,92,Professional
citrus vacations,6.910224,79.867804,Travel Agency,Shop & Service,42,8,Transportation
Geometry Global,6.914775,79.868535,Office,Professional & Other Places,292,34,Professional
TenderFresh SriLanka,6.913581,79.870183,Fast Food Restaurant,Food,27,24,Hotels & Restaurants
Royal Thai Embassy,6.913001,79.870461,Embassy / Consulate,Professional & Other Places,29,19,Professional
Sentosa Cafe,6.911382,79.868515,Noodle House,Food,16,15,Hotels & Restaurants
Gerard Mendis Chocolatier,6.911334,79.870374,Café,Food,539,341,Hotels & Restaurants
Abans Race Course,6.913605,79.866201,Electronics Store,Shop & Service,6,6,Commercial & Mercantile
Bhagavan Sri Sathya Sai Seva Samithi - Colombo,6.912829,79.866885,Electronics Store,Shop & Service,40,14,Commercial & Mercantile
Musaeus College- Auditorium,6.913169,79.868438,College Auditorium,College & University,471,393,Recreation
attune Consulting,6.911523,79.877128,Office,Professional & Other Places,1704,59,Professional
House of Fashions Mega Mall,6.910604,79.877642,Shopping Mall,Shop & Service,4059,2345,Commercial & Mercantile
Senanayake Junction,6.911381,79.877483,General Travel,Travel & Transport,472,90,Transportation
CIOCONAT lounge,6.912675,79.875197,Italian Restaurant,Food,6021,1912,Hotels & Restaurants
Borella Bus Stop,6.914664,79.877554,Bus Stop,Travel & Transport,2478,578, 
Sri Anandabhavan Hotel,6.915125,79.877417,Vegetarian / Vegan Restaurant,Food,393,82,Hotels & Restaurants
DMS Software Division,6.912949,79.879257,Tech Startup,Professional & Other Places,327,31, 
August by Mama Aid,6.911413,79.87942,Mediterranean Restaurant,Food,17,7,Hotels & Restaurants
Nolimit,6.914141,79.877416,Clothing Store,Shop & Service,554,333,Commercial & Mercantile
Ananda Hotel & Bakers,6.914505,79.877636,Indian Chinese Restaurant,Food,190,14,Hotels & Restaurants
DMS Software Engineering,6.913543,79.879791,Tech Startup,Professional & Other Places,47,3, 
Baseline Road,6.914048,79.877592,Road,Travel & Transport,933,289,Transportation
Gonuts With Donuts,6.911378,79.876089,Donut Shop,Food,725,429,Hotels & Restaurants
YMBA Shopping Complex,6.913412,79.877268,Shopping Mall,Shop & Service,192,113,Commercial & Mercantile
attune 8th Floor,6.911465,79.877128,Shopping Mall,Shop & Service,66,8,Commercial & Mercantile
Borella Bus Stand,6.91461,79.877904,Bus Station,Travel & Transport,151,31,Transportation
Nations Trust Bank,6.912224,79.877696,Bank,Shop & Service,80,32,Commercial & Mercantile
Raja Bojun,6.913196,79.877537,Fast Food Restaurant,Food,5,3,Hotels & Restaurants
EFutures pvt ltd,6.913299,79.879561,Fast Food Restaurant,Food,66,9,Hotels & Restaurants
"YMBA Hall, Borella.",6.913467,79.876865,Concert Hall,Arts & Entertainment,22,19, 
Commercial Bank,6.91177,79.877489,Bank,Shop & Service,362,152,Commercial & Mercantile
Oriflame Lanka Pvt Ltd.,6.911494,79.87751,Cosmetics Shop,Shop & Service,25,11,Hotels & Restaurants
Upawansa Hotel,6.913891,79.877499,Bakery,Food,252,108,Professional
Vision International,6.913496,79.878024,Trade School,College & University,13,6,Education
Chance Sports,6.912926,79.877609,Sporting Goods Shop,Shop & Service,9,9,Recreation
Ayurweda Junction,6.910891,79.88785,General Travel,Travel & Transport,1500,276,Transportation
McDonald's,6.909977,79.888619,Fast Food Restaurant,Food,3927,1770,Hotels & Restaurants
Gothami Road,6.912795,79.88779,Road,Travel & Transport,455,28,Transportation
LIRNEasia,6.913044,79.88329,Office,Professional & Other Places,522,6,Professional
Cargills Food City Cotta road,6.911613,79.886746,Department Store,Shop & Service,204,43,Administration
Cotta Road,6.913284,79.884574,Road,Travel & Transport,2085,455,Transportation
Cotta Road Railway Station,6.913508,79.884406,Train Station,Travel & Transport,223,65,Transportation
The Fab,6.910824,79.886747,Bakery,Food,1061,470,Professional
Castle Street Hospital for Women,6.909984,79.884428,Hospital,Professional & Other Places,314,83,Hospitals
Sampath Bank Rajagiriya,6.910699,79.889797,Bank,Shop & Service,124,55,Commercial & Mercantile
Taprobane Investments,6.914563,79.88785,Building,Professional & Other Places,284,11,Professional
Dialcom,6.911779,79.886697,Mobile Phone Shop,Shop & Service,6,6,Hotels & Restaurants
Golden Key ENT hospital,6.910513,79.889502,Hospital,Professional & Other Places,668,418,Hospitals
Kam Richi,6.911756,79.886302,Asian Restaurant,Food,53,14,Hotels & Restaurants
Scissors Salon,6.911585,79.887233,Salon / Barbershop,Shop & Service,96,52,Hotels & Restaurants
Singer Mega,6.910935,79.887517,Electronics Store,Shop & Service,99,57,Commercial & Mercantile
Castle Sport Club,6.911119,79.88452,Tennis Court,Outdoors & Recreation,21,15,Administration
SALA,6.910869,79.885773,Electronics Store,Shop & Service,7,5,Commercial & Mercantile
Kiddies land,6.911117,79.883183,Electronics Store,Shop & Service,8,5,Commercial & Mercantile
Nolimit-borella,6.915534,79.88434,Clothing Store,Shop & Service,41,33,Commercial & Mercantile
Kreation House of Cotton,6.91109,79.886785,Clothing Store,Shop & Service,2,2,Commercial & Mercantile
Standard Chartered Bank ATM,6.909731,79.888277,Bank,Shop & Service,83,49,Commercial & Mercantile
Divine,6.911005,79.887562,Cupcake Shop,Food,149,80,Hotels & Restaurants
Kreation,6.910978,79.886396,Boutique,Shop & Service,59,43, 
Salon Rokel,6.910936,79.884635,Salon / Barbershop,Shop & Service,42,22,Hotels & Restaurants
The Manhattan Fish Market,6.908616,79.898348,Seafood Restaurant,Food,607,410,Hotels & Restaurants
IMS Pvt Ltd,6.910723,79.892957,Office,Professional & Other Places,166,6,Professional
Lankan Advertising,6.910217,79.897511,Design Studio,Shop & Service,680,14, 
Perera & Sons,6.909386,79.896998,Bakery,Food,660,242,Professional
Heaven's Kitchen,6.909753,79.89726,Asian Restaurant,Food,61,19,Hotels & Restaurants
Commercial Bank,6.909942,79.895264,Bank,Shop & Service,281,116,Commercial & Mercantile
Sacred Heart Church,6.910691,79.894236,Church,Professional & Other Places,48,18,Residential
Rajagiriya Bus Stand,6.910227,79.894324,Bus Station,Travel & Transport,2511,473,Transportation
KBQ Korean Barbecue,6.90918,79.897517,Restaurant,Food,12,7,Hotels & Restaurants
Pizza Hut,6.908759,79.898145,Pizza Place,Food,551,377,Hotels & Restaurants
Blue Cross Medical Centre,6.910664,79.891661,Medical Center,Professional & Other Places,29,15, 
Rajagiriya Childrens Park,6.90852,79.895565,Playground,Outdoors & Recreation,36,17,Recreation
NSB rajagiriya,6.909745,79.894581,Bank,Shop & Service,19,9,Commercial & Mercantile
Cargills Food City,6.910267,79.894094,Convenience Store,Shop & Service,257,111,Commercial & Mercantile
McDonald's,6.909989,79.8951,Restaurant,Food,27,25,Hotels & Restaurants
IMS Corporate Office,6.910776,79.893107,Office,Professional & Other Places,115,4,Professional
Wish bakers,6.909708,79.898189,Bakery,Food,233,71,Professional
Sacred Heart Church,6.91051,79.894193,Church,Professional & Other Places,247,91,Residential
Shades,6.908843,79.897385,Clothing Store,Shop & Service,267,158,Commercial & Mercantile
HNB Rajagiriya,6.90965,79.895751,Bank,Shop & Service,58,41,Commercial & Mercantile
KBQ Korean barbeque,6.908875,79.897287,Korean Restaurant,Food,153,86,Hotels & Restaurants
Divisional Secretariat,6.909506,79.894739,Government Building,Professional & Other Places,32,25,Professional
Elections Office,6.91008,79.892832,Office,Professional & Other Places,11,9,Professional
vG printers,6.912218,79.894739,Arts & Crafts Store,Shop & Service,12,4,Commercial & Mercantile
Ne-Rasa Restaurant,6.909144,79.895805,Asian Restaurant,Food,17,4,Hotels & Restaurants
Lanka Pharmacy,6.909179,79.897243,Pharmacy,Shop & Service,10,3,Hotels & Restaurants
HSBC Electronic Data Processing,6.907522,79.901108,Office,Professional & Other Places,2013,220,Professional
KFC,6.906515,79.904187,Fast Food Restaurant,Food,1240,723,Hotels & Restaurants
Cargills Food City,6.913989,79.910188,Supermarket,Shop & Service,250,84,Commercial & Mercantile
Fairmount,6.914668,79.904782,Residential Building (Apartment / Condo),Residence,144,80,Professional
RTT service center,6.914068,79.91009,Automotive Shop,Shop & Service,129,38,Hotels & Restaurants
GLP FITNESS Centre,6.916173,79.90956,Boxing Gym,Outdoors & Recreation,3,2,Recreation
Fairmount Roof Top,6.914584,79.904848,Scenic Lookout,Outdoors & Recreation,105,49, 
Palinda Kannangara Architects,6.913244,79.908204,Office,Professional & Other Places,19,2,Professional
Machang Diyawannawa,6.909905,79.904635,Brewery,Nightlife Spot,315,199, 
Nippolac Towers,6.90998,79.902311,Campaign Office,Professional & Other Places,26,16,Professional
FAIRWAY HOLDINGS (PVT) LTD,6.909676,79.902131,Office,Professional & Other Places,9,2,Professional
Sky Gardens,6.913774,79.905433,Residential Building (Apartment / Condo),Residence,14,4,Professional
Spark Media,6.913385,79.912408,Advertising Agency,Professional & Other Places,300,8, 
D & P's Little Palace,6.913618,79.913132,Residential Building (Apartment / Condo),Residence,626,9,Professional
Keels Super,6.915335,79.915458,Shopping Mall,Shop & Service,25,21,Commercial & Mercantile
Keells Super,6.915391,79.916283,Supermarket,Shop & Service,121,59,Commercial & Mercantile
Jalanka,6.91123,79.916863,Grocery Store,Shop & Service,8,5,Commercial & Mercantile
Ambagaha Junction,6.914145,79.910341,Bus Station,Travel & Transport,479,127,Transportation
Araliya Court,6.913382,79.917125,Residential Building (Apartment / Condo),Residence,237,26,Professional
GHP Eco Friendly Bird Park,6.917665,79.909953,Park,Outdoors & Recreation,23,22,Recreation
Vikumsiri Enterprises,6.914067,79.913422,Factory,Professional & Other Places,2,2,Professional
Udumulla Road,6.914874,79.92305,Road,Travel & Transport,25,2,Transportation
Bank of Ceylon,6.908996,79.928542,Bank,Shop & Service,4,4,Commercial & Mercantile
ODEL,6.907605,79.929777,Clothing Store,Shop & Service,523,292,Commercial & Mercantile
Kauchi Japanese Restaurant,6.907768,79.931193,Japanese Restaurant,Food,117,68,Hotels & Restaurants
Cargills Food City,6.907341,79.929163,Shopping Mall,Shop & Service,200,91,Commercial & Mercantile
ReeChillie,6.90777,79.929298,Clothing Store,Shop & Service,3,3,Commercial & Mercantile
Machan (මචං),6.907124,79.932351,Bar,Nightlife Spot,81,60,Hotels & Restaurants
Laugfs Auto Gas Point,6.90715,79.933865,Gas Station,Shop & Service,19,7, 
Kent Restaurant,6.906933,79.929231,Chinese Restaurant,Food,88,24,Hotels & Restaurants
Hatton National Bank,6.907725,79.929761,Bank,Shop & Service,92,17,Commercial & Mercantile
JF&I Packaging PVT LTD,6.90802,79.9317,Factory,Professional & Other Places,2,2,Professional
Home,6.910616,79.925449,Factory,Professional & Other Places,33,3,Professional
Cool Planet Head Office And Warehouse,6.908742,79.926925,Clothing Store,Shop & Service,53,13,Commercial & Mercantile
Koswatta Police Station,6.90945,79.929383,Police Station,Professional & Other Places,12,12,Administration
Thalangama Medical Center,6.907574,79.931433,Pharmacy,Shop & Service,6,4,Hotels & Restaurants
Thalangama Police Station,6.911014,79.929362,Police Station,Professional & Other Places,44,30,Administration
Keells Super,6.908486,79.937958,Grocery Store,Shop & Service,377,125,Commercial & Mercantile
Sparkling Waves Music Harmony,6.910862,79.944685,Music Venue,Arts & Entertainment,32,3, 
Laugfs Sun Up,6.911061,79.945155,Music Venue,Arts & Entertainment,19,8, 
Thalangama,6.908393,79.94428,General Travel,Travel & Transport,245,109,Transportation
BMS Auto Service,6.908586,79.937483,Automotive Shop,Shop & Service,19,8,Hotels & Restaurants
Laugfs Supermarket,6.908162,79.936417,Supermarket,Shop & Service,241,87,Commercial & Mercantile
Jayasiri Auto Care,6.908104,79.936395,Car Wash,Shop & Service,28,10, 
Perera And Sons,6.907973,79.94104,Bakery,Food,37,26,Professional
Sampath Bank,6.908434,79.940909,Bank,Shop & Service,17,11,Commercial & Mercantile
RN Constructions (Pvt) Ltd,6.908376,79.941942,Business Service,Shop & Service,2,2,Professional
Dil Films International (Pvt) Ltd,6.908553,79.942674,General Entertainment,Arts & Entertainment,15,8, 
Keels Super (Thalangama),6.908716,79.938007,Market,Shop & Service,8,7, 
Glorious Salon,6.908536,79.94327,Salon / Barbershop,Shop & Service,9,2,Hotels & Restaurants
Thalahena Junction,6.908216,79.945472,General Travel,Travel & Transport,1311,299,Transportation
Dambugahawatta Houshing Scheem,6.907492,79.948329,Housing Development,Residence,17,2, 
CINEC Maritime Campus,6.915095,79.960299,University,College & University,611,126,Education
Cinec Road,6.914593,79.962922,Road,Travel & Transport,46,5,Transportation
Pittugala Junction,6.910523,79.970412,Bus Station,Travel & Transport,257,57,Transportation
Sri Lanka Institute of Information Technology (SLIIT),6.914796,79.973001,University,College & University,9441,757,Education
Waliwita Junction,6.915777,79.972952,Bus Line,Travel & Transport,523,81,Transportation
SLIIT Canteen,6.914778,79.972946,College Cafeteria,College & University,899,144,Education
Keels Super Pittugala,6.908097,79.965932,Shopping Mall,Shop & Service,11,6,Commercial & Mercantile
SLIIT Basement Canteen,6.914746,79.972963,Cafeteria,Food,76,12, 
Perera & Sons,6.914328,79.971607,Bakery,Food,916,270,Professional
Don's Bakers And Restaurants,6.911538,79.971717,Asian Restaurant,Food,148,64,Hotels & Restaurants
Cargills Food City,6.914562,79.972242,Supermarket,Shop & Service,653,148,Commercial & Mercantile
Faculty of Computing,6.914759,79.973055,College Academic Building,College & University,52,5,Education
SLIIT 3rd Floor Common Area,6.914853,79.973148,University,College & University,153,24,Education
Dilanka Foods,6.915275,79.972313,Asian Restaurant,Food,103,37,Hotels & Restaurants
SLIIT  Library,6.914808,79.972875,College Library,College & University,743,150,Education
Sumeda Bakers,6.90987,79.971469,Bakery,Food,96,12,Professional
SLIIT 5th floor,6.914802,79.972859,Building,Professional & Other Places,71,16,Professional
Arpico Superstore,6.914784,79.972815,Shopping Mall,Shop & Service,9,9,Commercial & Mercantile
CHC Pittugala,6.913621,79.972061,Asian Restaurant,Food,27,17,Hotels & Restaurants
Mahamewnaawa Asapuwa - Malabe,6.908913,79.969811,Temple,Professional & Other Places,54,43,Residential
Mansa Fitness,6.914883,79.972105,Gym,Outdoors & Recreation,198,31,Recreation
SLIIT Islands,6.914803,79.97299,Student Center,College & University,65,24, 
Faculty of Engineering,6.915812,79.973083,College Engineering Building,College & University,221,43,Education
SLIIT 1st floor common area,6.914634,79.973121,College Academic Building,College & University,12,4,Education
D block Common Area,6.914828,79.973017,College Cafeteria,College & University,33,16,Education
402 Computer Lab,6.914914,79.972957,College Classroom,College & University,56,26,Education
A-308 Lecture Hall,6.914731,79.973017,College Classroom,College & University,27,4,Education
Olive Garden Restaurant,6.913274,79.972083,Restaurant,Food,88,23,Hotels & Restaurants
sliit Duupath,6.914834,79.973,Student Center,College & University,33,7, 
Sudarshanarama Temple,6.90913,79.969783,Temple,Professional & Other Places,11,9,Residential
Regent Country Club,6.910797,79.979692,Club House,Professional & Other Places,36,26, 
7th Floor Lecture Hall,6.914811,79.97297,College Classroom,College & University,4,4,Education
SLIIT Tennis Court,6.915842,79.97293,Tennis Stadium,Arts & Entertainment,40,6, 
Supercom Technologies,6.914501,79.972176,Miscellaneous Shop,Shop & Service,19,5,Hotels & Restaurants
502 Lecture Hall,6.914764,79.972799,College Technology Building,College & University,206,65,Education
Faculty of Business,6.913385,79.974645,College Academic Building,College & University,3,2,Education
Korathota Temple,6.91548,80.001865,Historic Site,Arts & Entertainment,21,19, 
CBL Foods Ranala,6.912403,80.034261,Factory,Professional & Other Places,23,8,Professional
Great Selections,6.90888,80.081748,Clothing Store,Shop & Service,6,3,Commercial & Mercantile
Ambalama Leisure Lounge,6.912513,80.095719,Resort,Travel & Transport,332,277, 
Ambalama Food & Takeaway,6.913407,80.10258,Diner,Food,13,11, 
99X Technology,6.9056,79.85494,IT Services,Shop & Service,5104,192,Professional
Cambio Software Engineering,6.906494,79.852855,Office,Professional & Other Places,1688,31,Professional
McDonald's,6.903539,79.852117,Burger Joint,Food,8219,3007,Hotels & Restaurants
Subway,6.904593,79.854021,Fast Food Restaurant,Food,2180,1105,Hotels & Restaurants
Brandix Corporate Headoffice,6.902015,79.852366,Office,Professional & Other Places,461,61,Professional
Zaizi Asia,6.906787,79.851401,Office,Professional & Other Places,1223,24,Professional
Durdans Hospital,6.901974,79.8536,Hospital,Professional & Other Places,5067,1879,Hospitals
Duplication Road,6.904884,79.853534,Road,Travel & Transport,906,255,Transportation
Australian College Of Business And Technology,6.905312,79.851548,University,College & University,4496,441,Education
Gflock,6.907564,79.851215,Clothing Store,Shop & Service,823,375,Commercial & Mercantile
Hotel de Plaza,6.906382,79.851417,Sri Lankan Restaurant,Food,3531,688,Hotels & Restaurants
Sponge,6.905125,79.851916,Bakery,Food,2987,1070,Professional
Whight & Co,6.905156,79.850099,Coffee Shop,Food,970,436,Hotels & Restaurants
Hotel De Pilawoos,6.902151,79.852707,Sri Lankan Restaurant,Food,3321,1452,Hotels & Restaurants
Kelly Felder,6.905728,79.85151,Boutique,Shop & Service,127,96, 
Mediajogger - Sri Lanka,6.906023,79.851264,Advertising Agency,Professional & Other Places,268,4, 
The Sizzle,6.904678,79.852924,Restaurant,Food,3082,1817,Hotels & Restaurants
The Fab,6.904364,79.851981,Bakery,Food,2064,740,Professional
Racecourse Shopping Complex,6.904884,79.863035,Shopping Mall,Shop & Service,4491,1666,Commercial & Mercantile
McDonald's,6.90449,79.862876,Fast Food Restaurant,Food,5856,1886,Hotels & Restaurants
University of Colombo,6.90157,79.859851,University,College & University,2878,711,Education
Cafe On The 5th,6.90528,79.858273,Café,Food,3357,1137, 
University of Colombo School of Computing (UCSC),6.902195,79.861131,University,College & University,2857,465,Education
Dinemore,6.906246,79.859053,Fast Food Restaurant,Food,2470,1339,Hotels & Restaurants
Royal College Union Skills Centre,6.90504,79.859276,College Academic Building,College & University,1828,554,Education
Raheema Hotel,6.903592,79.85816,Sri Lankan Restaurant,Food,1446,526,Hotels & Restaurants
Tea Breeze -Racecourse complex,6.905457,79.863281,Café,Food,209,141, 
KFC,6.905136,79.862969,Fast Food Restaurant,Food,328,187,Hotels & Restaurants
"Mini Auditorium, University of Colombo School of Computing",6.902239,79.861295,College Auditorium,College & University,87,19,Education
Thurstan College Swimming Pool,6.904295,79.858611,Pool,Outdoors & Recreation,190,88,Recreation
Lionel Wendt Theatre,6.906768,79.860743,Theater,Arts & Entertainment,1200,466, 
Flower Drum,6.905498,79.858298,Chinese Restaurant,Food,889,566,Hotels & Restaurants
Royal College Swimming Pool,6.904255,79.862324,Pool,Outdoors & Recreation,603,130,Recreation
Royal College,6.904863,79.861563,School,Professional & Other Places,7215,720,Education
Women's International Club Hall,6.906636,79.860459,Meeting Room,Professional & Other Places,84,65, 
Maharaja Palace,6.905616,79.860344,Indian Restaurant,Food,328,218,Hotels & Restaurants
Dinemore - Thurstan Road,6.905915,79.858659,Fast Food Restaurant,Food,139,102,Hotels & Restaurants
Tsing Tao,6.904948,79.863106,Chinese Restaurant,Food,410,287,Hotels & Restaurants
CAKE Labs,6.906993,79.858745,Tech Startup,Professional & Other Places,82,20, 
Bella's,6.903029,79.858413,Boutique,Shop & Service,17,15, 
Abstract,6.904901,79.862876,Women's Store,Shop & Service,145,89,Commercial & Mercantile
Faculty of Science,6.901429,79.860305,College Science Building,College & University,357,43,Education
Young Minds preschool,6.905862,79.858047,School,Professional & Other Places,87,5,Education
ProMate,6.904867,79.862942,Bookstore,Shop & Service,57,32, 
Olive Garden Restaurant,6.905464,79.858905,Asian Restaurant,Food,31,20,Hotels & Restaurants
Royal College Tennis Court,6.905097,79.860907,College Tennis Court,College & University,8,5,Administration
Asian Development Bank,6.903643,79.858194,Office,Professional & Other Places,26,10,Professional
Raheema Stores,6.903687,79.858171,Flea Market,Shop & Service,84,26, 
Arcade Independence Square,6.902878,79.868854,Shopping Mall,Shop & Service,5224,2429,Commercial & Mercantile
Independence Square,6.904231,79.867558,Monument / Landmark,Professional & Other Places,5914,2107, 
Burger King,6.902752,79.86922,Burger Joint,Food,711,475,Hotels & Restaurants
Independence Square Jogging Track,6.904051,79.866464,Track,Outdoors & Recreation,2188,573, 
Ceylonese Rugby & Football Club,6.900439,79.870434,Football Stadium,Arts & Entertainment,1758,709, 
SSC Cricket Ground,6.905994,79.868684,Cricket Ground,Arts & Entertainment,3171,1147, 
CR & FC Grounds,6.900733,79.870751,Athletics & Sports,Outdoors & Recreation,1617,895,Recreation
Empire Cineplex,6.902746,79.86922,Multiplex,Arts & Entertainment,535,305, 
Institute of Chartered Accountants of Sri Lanka,6.901565,79.871473,General College & University,College & University,546,168,Education
The Manchester,6.903467,79.86502,Bar,Nightlife Spot,1643,631,Hotels & Restaurants
Aura Cafe',6.900526,79.868793,Bistro,Food,46,31, 
t-Lounge By Dilmah,6.902524,79.868985,Tea Room,Food,465,222, 
Sinhalese Sports Club,6.906691,79.868515,Sports Club,Outdoors & Recreation,278,143,Recreation
Charles & Keith - Arcade Indipendence Square,6.902916,79.868952,Outlet Store,Shop & Service,52,36,Commercial & Mercantile
BOC - Independence Square,6.903619,79.869165,Bank,Shop & Service,39,17,Commercial & Mercantile
Asylum Lounge Bar,6.902744,79.868367,Restaurant,Food,215,137,Hotels & Restaurants
CA Sri Lanka,6.901633,79.871369,College Academic Building,College & University,52,19,Education
Tsukiji Uoichi,6.903398,79.868449,Japanese Restaurant,Food,133,72,Hotels & Restaurants
Sri Lanka Cricket,6.905296,79.868889,Office,Professional & Other Places,280,145,Professional
SSC Tennis Courts,6.906949,79.868323,Tennis Court,Outdoors & Recreation,355,30,Administration
Football House,6.904947,79.865036,Athletics & Sports,Outdoors & Recreation,47,17,Recreation
Sri Lanka Rupavahini (TV) Corporation,6.901291,79.866657,Radio Station,Professional & Other Places,566,215, 
80 Club,6.906203,79.866699,Bar,Nightlife Spot,203,134,Hotels & Restaurants
Gym Ministry Of Sports,6.905939,79.867727,Gym,Outdoors & Recreation,336,29,Recreation
Tropical JuiceBar,6.903481,79.868783,Juice Bar,Food,12,11,Hotels & Restaurants
Kaema Sutra,6.90283,79.868843,Sri Lankan Restaurant,Food,330,243,Hotels & Restaurants
The Wax Museum,6.90256,79.8689,Spa,Shop & Service,18,13, 
Manzari,6.90292,79.868629,Women's Store,Shop & Service,7,4,Commercial & Mercantile
linen & I,6.904622,79.86747,Boutique,Shop & Service,5,5, 
Burger King at Arcade Independence Square,6.903566,79.867913,American Restaurant,Food,73,63,Hotels & Restaurants
Elvitigala Mawatha,6.906211,79.878675,Road,Travel & Transport,288,40,Transportation
Otter Aquatic Club,6.90455,79.874,Pool,Outdoors & Recreation,1728,484,Recreation
The British School in Colombo,6.905508,79.877319,School,Professional & Other Places,1272,308,Education
D.S. Senanayake College Swimming Pool Complex,6.907985,79.876116,Pool,Outdoors & Recreation,238,74,Recreation
Badminton Court - D.S.Senanayake College,6.907972,79.874514,Tennis Court,Outdoors & Recreation,159,23,Administration
LAUGFS International (pvt) Ltd,6.903023,79.877185,Office,Professional & Other Places,44,6,Professional
Flowergate Chinese Restaurant,6.902071,79.87586,Chinese Restaurant,Food,12,9,Hotels & Restaurants
BMICH Main Conference Hall,6.901648,79.874738,Performing Arts Venue,Arts & Entertainment,83,74, 
Flower Gate,6.902346,79.876641,Chinese Restaurant,Food,9,8,Hotels & Restaurants
Jayarathne Funeral Parlour,6.907921,79.877144,Funeral Home,Professional & Other Places,199,159, 
D. S. Senanayake College OBA,6.907743,79.87599,College Administrative Building,College & University,157,52,Education
Military hospital baseline road,6.903306,79.876717,Military Base,Professional & Other Places,50,23, 
Kalalaya Dance Academy,6.9053,79.874798,Dance Studio,Arts & Entertainment,246,50, 
SLIM Business School,6.906396,79.878325,College Academic Building,College & University,302,51,Education
Department of Motor Traffic,6.899946,79.877505,Government Building,Professional & Other Places,157,107,Professional
Trilium Residencies,6.904066,79.877778,Residential Building (Apartment / Condo),Residence,993,157,Professional
